underfit_train,underfit_val,overfit_train,overfit_val,best_train,best_val
4.686797554809093,3.711880081643661,5.99779160863482,4.963525133828322,5.483723845313447,4.206429650386174
3.2941353187163442,2.9800916959842048,4.20359892353683,3.478237504760424,3.568222988252358,2.758894693106413
,,2.8515521317599615,2.3418010075887046,2.554855453671233,1.927912309144934
,,1.881132276954165,1.6246259578814108,1.9869818788908367,1.4536111435542505
,,1.2606969186868981,1.152730759854118,1.6379873139635979,1.1505356890459855
,,0.9030229650485287,0.9218853184332451,1.4025163075519422,0.9511561468243599
,,0.7011671643003122,0.7636036422724525,1.234536753476667,0.8127748873084784
,,0.5862787126735517,0.7097895458961526,1.1104777888473087,0.719519437601169
